execution_id,account_id,workspace_id,device_id,actor_uid,tool_id,tool_version,action,status,error_code,duration_ms,started_at,completed_at,received_at,source,host_version,suite_version,device_platform,data_origin,expected_anomaly,synthetic_pattern,duration_seconds,log_duration,hour_of_day,day_of_week,hour_sin,hour_cos,day_sin,day_cos
exec_syn_000298,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,14538,2026-06-19T11:06:30.462Z,2026-06-19T11:06:45.000Z,2026-06-19T11:06:45.573Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,14.538,9.584590,11,5,0.258819,-0.965926,-0.974928,-0.222521
exec_syn_000299,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,9793,2026-06-19T11:25:02.207Z,2026-06-19T11:25:12.000Z,2026-06-19T11:25:12.609Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,9.793,9.189525,11,5,0.258819,-0.965926,-0.974928,-0.222521
exec_syn_000300,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,cancelled,ACTION_CANCELLED,3663,2026-06-19T09:34:33.337Z,2026-06-19T09:34:37.000Z,2026-06-19T09:34:38.083Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.663,8.206311,9,5,0.707107,-0.707107,-0.974928,-0.222521
exec_syn_000301,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,8371,2026-06-19T12:51:32.629Z,2026-06-19T12:51:41.000Z,2026-06-19T12:51:42.347Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,8.371,9.032648,12,5,0.000000,-1.000000,-0.974928,-0.222521
exec_syn_000302,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,9350,2026-06-19T13:55:51.650Z,2026-06-19T13:56:01.000Z,2026-06-19T13:56:01.270Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,9.350,9.143239,13,5,-0.258819,-0.965926,-0.974928,-0.222521
exec_syn_000303,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,3450,2026-06-19T10:02:58.550Z,2026-06-19T10:03:02.000Z,2026-06-19T10:03:03.217Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.450,8.146419,10,5,0.500000,-0.866025,-0.974928,-0.222521
exec_syn_000304,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,8586,2026-06-19T11:22:16.414Z,2026-06-19T11:22:25.000Z,2026-06-19T11:22:26.473Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.586,9.058005,11,5,0.258819,-0.965926,-0.974928,-0.222521
exec_syn_000305,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,cancelled,ACTION_CANCELLED,12462,2026-06-20T14:53:57.538Z,2026-06-20T14:54:10.000Z,2026-06-20T14:54:11.147Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,12.462,9.430520,14,6,-0.500000,-0.866025,-0.781831,0.623490
exec_syn_000306,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,16341,2026-06-20T10:33:22.659Z,2026-06-20T10:33:39.000Z,2026-06-20T10:33:40.079Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,16.341,9.701494,10,6,0.500000,-0.866025,-0.781831,0.623490
exec_syn_000307,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,13608,2026-06-20T14:18:48.392Z,2026-06-20T14:19:02.000Z,2026-06-20T14:19:03.399Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.608,9.518487,14,6,-0.500000,-0.866025,-0.781831,0.623490
exec_syn_000308,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,11406,2026-06-20T15:53:01.594Z,2026-06-20T15:53:13.000Z,2026-06-20T15:53:13.689Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,11.406,9.341982,15,6,-0.707107,-0.707107,-0.781831,0.623490
exec_syn_000309,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,failure,PROCESSING_FAILED,18153,2026-06-20T14:41:36.847Z,2026-06-20T14:41:55.000Z,2026-06-20T14:41:55.809Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,18.153,9.806646,14,6,-0.500000,-0.866025,-0.781831,0.623490
exec_syn_000310,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3528,2026-06-20T12:47:36.472Z,2026-06-20T12:47:40.000Z,2026-06-20T12:47:40.730Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.528,8.168770,12,6,0.000000,-1.000000,-0.781831,0.623490
exec_syn_000311,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,failure,HOST_UNAVAILABLE,12802,2026-06-20T13:26:06.198Z,2026-06-20T13:26:19.000Z,2026-06-20T13:26:19.562Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.802,9.457435,13,6,-0.258819,-0.965926,-0.781831,0.623490
exec_syn_000312,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,failure,PROCESSING_FAILED,17487,2026-06-20T11:20:13.513Z,2026-06-20T11:20:31.000Z,2026-06-20T11:20:32.255Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,17.487,9.769270,11,6,0.258819,-0.965926,-0.781831,0.623490
exec_syn_000313,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,10836,2026-06-20T14:03:22.164Z,2026-06-20T14:03:33.000Z,2026-06-20T14:03:34.277Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,10.836,9.290721,14,6,-0.500000,-0.866025,-0.781831,0.623490
exec_syn_000314,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3658,2026-06-20T11:13:24.342Z,2026-06-20T11:13:28.000Z,2026-06-20T11:13:28.798Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.658,8.204945,11,6,0.258819,-0.965926,-0.781831,0.623490
exec_syn_000315,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,12092,2026-06-20T13:22:47.908Z,2026-06-20T13:23:00.000Z,2026-06-20T13:23:00.549Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.092,9.400382,13,6,-0.258819,-0.965926,-0.781831,0.623490
exec_syn_000316,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,12505,2026-06-20T13:26:15.495Z,2026-06-20T13:26:28.000Z,2026-06-20T13:26:29.180Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.505,9.433964,13,6,-0.258819,-0.965926,-0.781831,0.623490
exec_syn_000317,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4604,2026-06-20T15:43:57.396Z,2026-06-20T15:44:02.000Z,2026-06-20T15:44:02.719Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.604,8.434898,15,6,-0.707107,-0.707107,-0.781831,0.623490
exec_syn_000318,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,10325,2026-06-20T10:31:49.675Z,2026-06-20T10:32:00.000Z,2026-06-20T10:32:00.936Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,10.325,9.242420,10,6,0.500000,-0.866025,-0.781831,0.623490
exec_syn_000319,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,50610,2026-06-20T14:19:15.390Z,2026-06-20T14:20:06.000Z,2026-06-20T14:20:06.538Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,true,duration_spike,50.610,10.831924,14,6,-0.500000,-0.866025,-0.781831,0.623490
exec_syn_000320,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,6064,2026-06-20T12:44:40.936Z,2026-06-20T12:44:47.000Z,2026-06-20T12:44:47.726Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.064,8.710290,12,6,0.000000,-1.000000,-0.781831,0.623490
exec_syn_000321,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5539,2026-06-21T12:35:23.461Z,2026-06-21T12:35:29.000Z,2026-06-21T12:35:29.268Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.539,8.619750,12,0,0.000000,-1.000000,0.000000,1.000000
exec_syn_000322,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,cancelled,ACTION_CANCELLED,4427,2026-06-21T12:20:45.573Z,2026-06-21T12:20:50.000Z,2026-06-21T12:20:50.955Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.427,8.395703,12,0,0.000000,-1.000000,0.000000,1.000000
exec_syn_000323,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,13438,2026-06-21T14:11:36.562Z,2026-06-21T14:11:50.000Z,2026-06-21T14:11:50.622Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.438,9.505916,14,0,-0.500000,-0.866025,0.000000,1.000000
exec_syn_000324,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4103,2026-06-21T12:10:03.897Z,2026-06-21T12:10:08.000Z,2026-06-21T12:10:09.198Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.103,8.319717,12,0,0.000000,-1.000000,0.000000,1.000000
exec_syn_000325,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,13432,2026-06-21T13:45:34.568Z,2026-06-21T13:45:48.000Z,2026-06-21T13:45:48.682Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.432,9.505470,13,0,-0.258819,-0.965926,0.000000,1.000000
exec_syn_000326,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,10278,2026-06-21T10:39:00.722Z,2026-06-21T10:39:11.000Z,2026-06-21T10:39:11.790Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,10.278,9.237858,10,0,0.500000,-0.866025,0.000000,1.000000
exec_syn_000327,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,42581,2026-06-21T13:35:23.419Z,2026-06-21T13:36:06.000Z,2026-06-21T13:36:06.944Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,42.581,10.659187,13,0,-0.258819,-0.965926,0.000000,1.000000
exec_syn_000328,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,10376,2026-06-21T15:40:12.624Z,2026-06-21T15:40:23.000Z,2026-06-21T15:40:23.941Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,10.376,9.247347,15,0,-0.707107,-0.707107,0.000000,1.000000
exec_syn_000329,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5536,2026-06-21T15:57:27.464Z,2026-06-21T15:57:33.000Z,2026-06-21T15:57:33.509Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.536,8.619208,15,0,-0.707107,-0.707107,0.000000,1.000000
exec_syn_000330,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,15282,2026-06-21T12:51:24.718Z,2026-06-21T12:51:40.000Z,2026-06-21T12:51:41.063Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,15.282,9.634496,12,0,0.000000,-1.000000,0.000000,1.000000
exec_syn_000331,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,13002,2026-06-21T11:13:22.998Z,2026-06-21T11:13:36.000Z,2026-06-21T11:13:37.417Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,13.002,9.472935,11,0,0.258819,-0.965926,0.000000,1.000000
exec_syn_000332,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4908,2026-06-21T12:30:52.092Z,2026-06-21T12:30:57.000Z,2026-06-21T12:30:57.797Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.908,8.498826,12,0,0.000000,-1.000000,0.000000,1.000000
exec_syn_000333,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,7576,2026-06-21T14:16:42.424Z,2026-06-21T14:16:50.000Z,2026-06-21T14:16:51.224Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,7.576,8.932873,14,0,-0.500000,-0.866025,0.000000,1.000000
exec_syn_000334,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3813,2026-06-21T13:25:28.187Z,2026-06-21T13:25:32.000Z,2026-06-21T13:25:32.426Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.813,8.246434,13,0,-0.258819,-0.965926,0.000000,1.000000
exec_syn_000335,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,12748,2026-06-21T15:10:43.252Z,2026-06-21T15:10:56.000Z,2026-06-21T15:10:57.053Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.748,9.453208,15,0,-0.707107,-0.707107,0.000000,1.000000
exec_syn_000336,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,14779,2026-06-21T11:31:03.221Z,2026-06-21T11:31:18.000Z,2026-06-21T11:31:18.551Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,14.779,9.601030,11,0,0.258819,-0.965926,0.000000,1.000000
exec_syn_000337,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,51369,2026-06-22T17:27:29.631Z,2026-06-22T17:28:21.000Z,2026-06-22T17:28:21.349Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,51.369,10.846810,17,1,-0.965926,-0.258819,0.781831,0.623490
exec_syn_000338,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,failure,DOCUMENT_UNAVAILABLE,6259,2026-06-22T16:27:48.741Z,2026-06-22T16:27:55.000Z,2026-06-22T16:27:55.715Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.259,8.741935,16,1,-0.866025,-0.500000,0.781831,0.623490
exec_syn_000339,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5105,2026-06-22T10:33:02.895Z,2026-06-22T10:33:08.000Z,2026-06-22T10:33:08.995Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.105,8.538172,10,1,0.500000,-0.866025,0.781831,0.623490
exec_syn_000340,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,2017,2026-06-22T10:21:11.983Z,2026-06-22T10:21:14.000Z,2026-06-22T10:21:15.032Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,true,duration_drop,2.017,7.609862,10,1,0.500000,-0.866025,0.781831,0.623490
exec_syn_000341,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,17581,2026-06-22T11:04:55.419Z,2026-06-22T11:05:13.000Z,2026-06-22T11:05:14.362Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,17.581,9.774631,11,1,0.258819,-0.965926,0.781831,0.623490
exec_syn_000342,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5574,2026-06-22T09:45:52.426Z,2026-06-22T09:45:58.000Z,2026-06-22T09:45:59.327Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.574,8.626048,9,1,0.707107,-0.707107,0.781831,0.623490
exec_syn_000343,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3899,2026-06-22T10:01:20.101Z,2026-06-22T10:01:24.000Z,2026-06-22T10:01:25.290Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.899,8.268732,10,1,0.500000,-0.866025,0.781831,0.623490
exec_syn_000344,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,8356,2026-06-22T17:22:43.644Z,2026-06-22T17:22:52.000Z,2026-06-22T17:22:53.487Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.356,9.030855,17,1,-0.965926,-0.258819,0.781831,0.623490
exec_syn_000345,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,14237,2026-06-22T17:52:24.763Z,2026-06-22T17:52:39.000Z,2026-06-22T17:52:39.799Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,14.237,9.563670,17,1,-0.965926,-0.258819,0.781831,0.623490
exec_syn_000346,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5696,2026-06-22T15:16:17.304Z,2026-06-22T15:16:23.000Z,2026-06-22T15:16:23.879Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.696,8.647695,15,1,-0.707107,-0.707107,0.781831,0.623490
exec_syn_000347,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3217,2026-06-22T10:07:39.783Z,2026-06-22T10:07:43.000Z,2026-06-22T10:07:44.485Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.217,8.076515,10,1,0.500000,-0.866025,0.781831,0.623490
exec_syn_000348,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,9697,2026-06-22T11:40:25.303Z,2026-06-22T11:40:35.000Z,2026-06-22T11:40:35.705Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,9.697,9.179675,11,1,0.258819,-0.965926,0.781831,0.623490
exec_syn_000349,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,success,,8653,2026-06-22T11:14:06.347Z,2026-06-22T11:14:15.000Z,2026-06-22T11:14:15.807Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.653,9.065777,11,1,0.258819,-0.965926,0.781831,0.623490
exec_syn_000350,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,12367,2026-06-22T15:20:15.633Z,2026-06-22T15:20:28.000Z,2026-06-22T15:20:28.487Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,12.367,9.422868,15,1,-0.707107,-0.707107,0.781831,0.623490
exec_syn_000351,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,12319,2026-06-22T14:24:40.681Z,2026-06-22T14:24:53.000Z,2026-06-22T14:24:53.384Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,12.319,9.418979,14,1,-0.500000,-0.866025,0.781831,0.623490
exec_syn_000352,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,14291,2026-06-22T13:00:23.709Z,2026-06-22T13:00:38.000Z,2026-06-22T13:00:39.250Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,14.291,9.567455,13,1,-0.258819,-0.965926,0.781831,0.623490
exec_syn_000353,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5421,2026-06-23T09:47:29.579Z,2026-06-23T09:47:35.000Z,2026-06-23T09:47:36.301Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.421,8.598220,9,2,0.707107,-0.707107,0.974928,-0.222521
exec_syn_000354,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,11887,2026-06-23T08:04:36.113Z,2026-06-23T08:04:48.000Z,2026-06-23T08:04:49.113Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,11.887,9.383285,8,2,0.866025,-0.500000,0.974928,-0.222521
exec_syn_000355,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,11925,2026-06-23T16:36:11.075Z,2026-06-23T16:36:23.000Z,2026-06-23T16:36:24.050Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,11.925,9.386476,16,2,-0.866025,-0.500000,0.974928,-0.222521
exec_syn_000356,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,11872,2026-06-23T12:11:50.128Z,2026-06-23T12:12:02.000Z,2026-06-23T12:12:02.465Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,11.872,9.382022,12,2,0.000000,-1.000000,0.974928,-0.222521
exec_syn_000357,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,sepmaker-pro,1.6.0,Apply,success,,10447,2026-06-23T17:32:00.553Z,2026-06-23T17:32:11.000Z,2026-06-23T17:32:12.427Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,10.447,9.254166,17,2,-0.965926,-0.258819,0.974928,-0.222521
exec_syn_000358,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,15513,2026-06-23T17:54:57.487Z,2026-06-23T17:55:13.000Z,2026-06-23T17:55:13.941Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,15.513,9.649498,17,2,-0.965926,-0.258819,0.974928,-0.222521
exec_syn_000359,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,failure,PROCESSING_FAILED,4066,2026-06-23T13:15:32.934Z,2026-06-23T13:15:37.000Z,2026-06-23T13:15:37.704Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.066,8.310661,13,2,-0.258819,-0.965926,0.974928,-0.222521
exec_syn_000360,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,failure,HOST_UNAVAILABLE,7245,2026-06-23T09:37:39.755Z,2026-06-23T09:37:47.000Z,2026-06-23T09:37:48.293Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,7.245,8.888205,9,2,0.707107,-0.707107,0.974928,-0.222521
exec_syn_000361,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,sepmaker-pro,1.6.0,Apply,success,,11432,2026-06-23T15:28:52.568Z,2026-06-23T15:29:04.000Z,2026-06-23T15:29:04.869Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,11.432,9.344259,15,2,-0.707107,-0.707107,0.974928,-0.222521
exec_syn_000362,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,sepmaker-pro,1.6.0,Apply,cancelled,ACTION_CANCELLED,8413,2026-06-23T13:14:22.587Z,2026-06-23T13:14:31.000Z,2026-06-23T13:14:31.509Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.413,9.037652,13,2,-0.258819,-0.965926,0.974928,-0.222521
exec_syn_000363,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,sepmaker-pro,1.6.0,Apply,success,,15757,2026-06-23T09:25:10.243Z,2026-06-23T09:25:26.000Z,2026-06-23T09:25:27.104Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,15.757,9.665103,9,2,0.707107,-0.707107,0.974928,-0.222521
exec_syn_000364,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5033,2026-06-23T11:01:38.967Z,2026-06-23T11:01:44.000Z,2026-06-23T11:01:44.354Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.033,8.523970,11,2,0.258819,-0.965926,0.974928,-0.222521
exec_syn_000365,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4022,2026-06-23T12:15:04.978Z,2026-06-23T12:15:09.000Z,2026-06-23T12:15:09.619Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.022,8.299783,12,2,0.000000,-1.000000,0.974928,-0.222521
exec_syn_000366,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,6261,2026-06-23T17:33:06.739Z,2026-06-23T17:33:13.000Z,2026-06-23T17:33:13.695Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.261,8.742255,17,2,-0.965926,-0.258819,0.974928,-0.222521
