execution_id,account_id,workspace_id,device_id,actor_uid,tool_id,tool_version,action,status,error_code,duration_ms,started_at,completed_at,received_at,source,host_version,suite_version,device_platform,data_origin,expected_anomaly,synthetic_pattern,duration_seconds,log_duration,hour_of_day,day_of_week,hour_sin,hour_cos,day_sin,day_cos,model_id,anomaly_score,anomaly_threshold,is_anomaly,severity,baseline_mad_flag
exec_syn_001127,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4369,2026-08-10T15:36:41.631Z,2026-08-10T15:36:46.000Z,2026-08-10T15:36:47.205Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.369,8.382518,15,1,-0.707107,-0.707107,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.392058,0.588939,false,low,false
exec_syn_001135,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4012,2026-08-10T15:49:52.988Z,2026-08-10T15:49:57.000Z,2026-08-10T15:49:57.565Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.012,8.297294,15,1,-0.707107,-0.707107,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.385083,0.588939,false,low,false
exec_syn_001136,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4439,2026-08-10T16:25:35.561Z,2026-08-10T16:25:40.000Z,2026-08-10T16:25:40.720Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.439,8.398410,16,1,-0.866025,-0.500000,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.398613,0.588939,false,low,false
exec_syn_001152,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4550,2026-08-11T09:15:51.450Z,2026-08-11T09:15:56.000Z,2026-08-11T09:15:56.425Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.550,8.423102,9,2,0.707107,-0.707107,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.400790,0.588939,false,low,false
exec_syn_001141,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5015,2026-08-11T10:11:38.985Z,2026-08-11T10:11:44.000Z,2026-08-11T10:11:44.971Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.015,8.520388,10,2,0.500000,-0.866025,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.418707,0.588939,false,low,false
exec_syn_001146,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,2914,2026-08-11T10:13:10.086Z,2026-08-11T10:13:13.000Z,2026-08-11T10:13:14.355Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,2.914,7.977625,10,2,0.500000,-0.866025,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.517508,0.588939,false,low,false
exec_syn_001138,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,cancelled,ACTION_CANCELLED,16582,2026-08-11T10:59:34.418Z,2026-08-11T10:59:51.000Z,2026-08-11T10:59:52.052Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,16.582,9.716133,10,2,0.500000,-0.866025,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.579138,0.588939,false,low,true
exec_syn_001153,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4928,2026-08-12T09:24:58.072Z,2026-08-12T09:25:03.000Z,2026-08-12T09:25:03.253Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.928,8.502891,9,3,0.707107,-0.707107,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.414506,0.588939,false,low,false
exec_syn_001157,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,8242,2026-08-12T09:58:54.758Z,2026-08-12T09:59:03.000Z,2026-08-12T09:59:03.930Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.242,9.017120,9,3,0.707107,-0.707107,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.605274,0.588939,true,low,false
exec_syn_001163,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5467,2026-08-12T10:45:58.533Z,2026-08-12T10:46:04.000Z,2026-08-12T10:46:05.369Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.467,8.606668,10,3,0.500000,-0.866025,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.419162,0.588939,false,low,false
exec_syn_001156,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5916,2026-08-12T12:32:25.084Z,2026-08-12T12:32:31.000Z,2026-08-12T12:32:32.390Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.916,8.685585,12,3,0.000000,-1.000000,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.422107,0.588939,false,low,false
exec_syn_001155,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4662,2026-08-12T12:53:37.338Z,2026-08-12T12:53:42.000Z,2026-08-12T12:53:43.052Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.662,8.447414,12,3,0.000000,-1.000000,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.398456,0.588939,false,low,false
exec_syn_001168,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,cancelled,ACTION_CANCELLED,3442,2026-08-12T13:08:28.558Z,2026-08-12T13:08:32.000Z,2026-08-12T13:08:33.378Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.442,8.144098,13,3,-0.258819,-0.965926,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.431272,0.588939,false,low,false
exec_syn_001162,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4871,2026-08-12T13:54:05.129Z,2026-08-12T13:54:10.000Z,2026-08-12T13:54:10.582Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.871,8.491260,13,3,-0.258819,-0.965926,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.405694,0.588939,false,low,false
exec_syn_001164,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5506,2026-08-12T14:10:52.494Z,2026-08-12T14:10:58.000Z,2026-08-12T14:10:59.326Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.506,8.613775,14,3,-0.500000,-0.866025,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.418064,0.588939,false,low,false
exec_syn_001169,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3164,2026-08-13T08:01:15.836Z,2026-08-13T08:01:19.000Z,2026-08-13T08:01:20.489Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.164,8.059908,8,4,0.866025,-0.500000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.459583,0.588939,false,low,false
exec_syn_001180,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3961,2026-08-13T08:43:51.039Z,2026-08-13T08:43:55.000Z,2026-08-13T08:43:55.282Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.961,8.284504,8,4,0.866025,-0.500000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.393681,0.588939,false,low,false
exec_syn_001172,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,5091,2026-08-13T09:20:10.909Z,2026-08-13T09:20:16.000Z,2026-08-13T09:20:16.343Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.091,8.535426,9,4,0.707107,-0.707107,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.408182,0.588939,false,low,false
exec_syn_001182,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3908,2026-08-13T10:18:59.092Z,2026-08-13T10:19:03.000Z,2026-08-13T10:19:04.027Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.908,8.271037,10,4,0.500000,-0.866025,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.391959,0.588939,false,low,false
exec_syn_001177,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4746,2026-08-13T12:39:33.254Z,2026-08-13T12:39:38.000Z,2026-08-13T12:39:39.290Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.746,8.465268,12,4,0.000000,-1.000000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.394816,0.588939,false,low,false
exec_syn_001170,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,3667,2026-08-13T13:03:56.333Z,2026-08-13T13:04:00.000Z,2026-08-13T13:04:00.680Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,3.667,8.207402,13,4,-0.258819,-0.965926,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.426624,0.588939,false,low,false
exec_syn_001181,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4505,2026-08-13T15:46:22.495Z,2026-08-13T15:46:27.000Z,2026-08-13T15:46:27.697Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.505,8.413165,15,4,-0.707107,-0.707107,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.399578,0.588939,false,low,false
exec_syn_001183,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4798,2026-08-13T17:07:07.202Z,2026-08-13T17:07:12.000Z,2026-08-13T17:07:12.609Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.798,8.476163,17,4,-0.965926,-0.258819,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.402159,0.588939,false,low,false
exec_syn_001197,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4386,2026-08-14T08:00:33.614Z,2026-08-14T08:00:38.000Z,2026-08-14T08:00:39.496Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.386,8.386401,8,5,0.866025,-0.500000,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.396287,0.588939,false,low,false
exec_syn_001198,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,6907,2026-08-14T11:13:35.093Z,2026-08-14T11:13:42.000Z,2026-08-14T11:13:42.658Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.907,8.840435,11,5,0.258819,-0.965926,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.506942,0.588939,false,low,false
exec_syn_001186,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4075,2026-08-14T12:24:52.925Z,2026-08-14T12:24:57.000Z,2026-08-14T12:24:58.325Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.075,8.312871,12,5,0.000000,-1.000000,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.391205,0.588939,false,low,false
exec_syn_001191,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4768,2026-08-14T13:06:52.232Z,2026-08-14T13:06:57.000Z,2026-08-14T13:06:58.215Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.768,8.469892,13,5,-0.258819,-0.965926,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.397028,0.588939,false,low,false
exec_syn_001189,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4515,2026-08-14T13:38:44.485Z,2026-08-14T13:38:49.000Z,2026-08-14T13:38:49.311Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.515,8.415382,13,5,-0.258819,-0.965926,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.400816,0.588939,false,low,false
exec_syn_001195,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4292,2026-08-14T14:01:54.708Z,2026-08-14T14:01:59.000Z,2026-08-14T14:01:59.820Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.292,8.364741,14,5,-0.500000,-0.866025,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.387722,0.588939,false,low,false
exec_syn_001187,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,6888,2026-08-14T14:44:47.112Z,2026-08-14T14:44:54.000Z,2026-08-14T14:44:54.257Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.888,8.837681,14,5,-0.500000,-0.866025,-0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.501542,0.588939,false,low,false
exec_syn_001209,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3614,2026-08-15T10:14:50.386Z,2026-08-15T10:14:54.000Z,2026-08-15T10:14:54.805Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.614,8.192847,10,6,0.500000,-0.866025,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.423270,0.588939,false,low,false
exec_syn_001203,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,9704,2026-08-15T11:38:38.296Z,2026-08-15T11:38:48.000Z,2026-08-15T11:38:49.200Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike,9.704,9.180396,11,6,0.258819,-0.965926,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.639694,0.588939,true,medium,false
exec_syn_001204,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4793,2026-08-15T11:59:15.207Z,2026-08-15T11:59:20.000Z,2026-08-15T11:59:21.446Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.793,8.475120,11,6,0.258819,-0.965926,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.401893,0.588939,false,low,false
exec_syn_001216,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,8361,2026-08-15T12:45:05.639Z,2026-08-15T12:45:14.000Z,2026-08-15T12:45:15.448Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.361,9.031453,12,6,0.000000,-1.000000,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.611172,0.588939,true,low,false
exec_syn_001215,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4225,2026-08-15T12:51:04.775Z,2026-08-15T12:51:09.000Z,2026-08-15T12:51:10.139Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.225,8.349011,12,6,0.000000,-1.000000,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.390674,0.588939,false,low,false
exec_syn_001214,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4390,2026-08-15T13:33:19.610Z,2026-08-15T13:33:24.000Z,2026-08-15T13:33:25.048Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.390,8.387312,13,6,-0.258819,-0.965926,-0.781831,0.623490,clean-vector-pro__CLEAN ART,0.396745,0.588939,false,low,false
exec_syn_001221,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,3902,2026-08-16T11:10:03.098Z,2026-08-16T11:10:07.000Z,2026-08-16T11:10:07.480Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.902,8.269501,11,0,0.258819,-0.965926,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.391159,0.588939,false,low,false
exec_syn_001222,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,8328,2026-08-16T11:40:46.672Z,2026-08-16T11:40:55.000Z,2026-08-16T11:40:56.220Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.328,9.027499,11,0,0.258819,-0.965926,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.609899,0.588939,true,low,false
exec_syn_001217,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,6861,2026-08-16T12:05:00.139Z,2026-08-16T12:05:07.000Z,2026-08-16T12:05:07.713Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.861,8.833754,12,0,0.000000,-1.000000,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.499616,0.588939,false,low,false
exec_syn_001232,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3803,2026-08-16T12:48:36.197Z,2026-08-16T12:48:40.000Z,2026-08-16T12:48:41.423Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.803,8.243808,12,0,0.000000,-1.000000,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.411084,0.588939,false,low,false
exec_syn_001220,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4077,2026-08-16T13:20:25.923Z,2026-08-16T13:20:30.000Z,2026-08-16T13:20:31.155Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.077,8.313362,13,0,-0.258819,-0.965926,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.391505,0.588939,false,low,false
exec_syn_001219,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,6700,2026-08-16T14:37:34.300Z,2026-08-16T14:37:41.000Z,2026-08-16T14:37:41.886Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,6.700,8.810012,14,0,-0.500000,-0.866025,0.000000,1.000000,clean-vector-pro__CLEAN ART,0.489903,0.588939,false,low,false
exec_syn_001235,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,5181,2026-08-17T13:15:22.819Z,2026-08-17T13:15:28.000Z,2026-08-17T13:15:28.782Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.181,8.552946,13,1,-0.258819,-0.965926,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.411748,0.588939,false,low,false
exec_syn_001248,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,3698,2026-08-17T15:46:16.302Z,2026-08-17T15:46:20.000Z,2026-08-17T15:46:20.897Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.698,8.215818,15,1,-0.707107,-0.707107,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.431020,0.588939,false,low,false
exec_syn_001243,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5520,2026-08-17T15:59:24.480Z,2026-08-17T15:59:30.000Z,2026-08-17T15:59:30.956Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.520,8.616314,15,1,-0.707107,-0.707107,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.416919,0.588939,false,low,false
exec_syn_001242,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,4130,2026-08-17T16:10:54.870Z,2026-08-17T16:10:59.000Z,2026-08-17T16:11:00.152Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.130,8.326275,16,1,-0.866025,-0.500000,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.394073,0.588939,false,low,false
exec_syn_001234,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,4181,2026-08-17T16:30:15.819Z,2026-08-17T16:30:20.000Z,2026-08-17T16:30:21.178Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.181,8.338545,16,1,-0.866025,-0.500000,0.781831,0.623490,clean-vector-pro__CLEAN ART,0.392213,0.588939,false,low,false
exec_syn_001252,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4402,2026-08-18T11:00:31.598Z,2026-08-18T11:00:36.000Z,2026-08-18T11:00:37.160Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.402,8.390041,11,2,0.258819,-0.965926,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.395917,0.588939,false,low,false
exec_syn_001249,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3835,2026-08-18T11:32:44.165Z,2026-08-18T11:32:48.000Z,2026-08-18T11:32:48.774Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.835,8.252185,11,2,0.258819,-0.965926,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.401049,0.588939,false,low,false
exec_syn_001263,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,failure,PROCESSING_FAILED,3438,2026-08-18T13:25:57.562Z,2026-08-18T13:26:01.000Z,2026-08-18T13:26:02.385Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.438,8.142936,13,2,-0.258819,-0.965926,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.433477,0.588939,false,low,false
exec_syn_001256,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,3949,2026-08-18T14:26:58.051Z,2026-08-18T14:27:02.000Z,2026-08-18T14:27:03.132Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.949,8.281471,14,2,-0.500000,-0.866025,0.974928,-0.222521,clean-vector-pro__CLEAN ART,0.393963,0.588939,false,low,false
exec_syn_001269,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3895,2026-08-19T11:27:53.105Z,2026-08-19T11:27:57.000Z,2026-08-19T11:27:57.566Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.895,8.267706,11,3,0.258819,-0.965926,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.392644,0.588939,false,low,false
exec_syn_001273,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4387,2026-08-19T12:26:22.613Z,2026-08-19T12:26:27.000Z,2026-08-19T12:26:28.423Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.387,8.386629,12,3,0.000000,-1.000000,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.397284,0.588939,false,low,false
exec_syn_001280,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4204,2026-08-19T13:22:27.796Z,2026-08-19T13:22:32.000Z,2026-08-19T13:22:33.089Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.204,8.344030,13,3,-0.258819,-0.965926,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.390921,0.588939,false,low,false
exec_syn_001266,acct_demo_03,ws_production_a,dev_win_03,actor_demo_04,clean-vector-pro,3.6.0,CLEAN ART,success,,5946,2026-08-19T16:40:12.054Z,2026-08-19T16:40:18.000Z,2026-08-19T16:40:18.658Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,5.946,8.690642,16,3,-0.866025,-0.500000,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.424234,0.588939,false,low,false
exec_syn_001274,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,3292,2026-08-19T17:57:16.708Z,2026-08-19T17:57:20.000Z,2026-08-19T17:57:20.755Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,3.292,8.099554,17,3,-0.965926,-0.258819,0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.455989,0.588939,false,low,false
exec_syn_001295,acct_demo_01,ws_prepress_a,dev_win_01,actor_demo_01,clean-vector-pro,3.6.0,CLEAN ART,success,,8725,2026-08-20T08:45:57.275Z,2026-08-20T08:46:06.000Z,2026-08-20T08:46:06.340Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,8.725,9.074062,8,4,0.866025,-0.500000,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.631928,0.588939,true,medium,false
exec_syn_001294,acct_demo_01,ws_prepress_b,dev_win_02,actor_demo_02,clean-vector-pro,3.6.0,CLEAN ART,success,,4018,2026-08-20T10:23:22.982Z,2026-08-20T10:23:27.000Z,2026-08-20T10:23:27.250Z,local_bridge,Illustrator 28.5,Operation Suite 3.1,windows,SYNTHETIC,false,normal,4.018,8.298788,10,4,0.500000,-0.866025,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.385513,0.588939,false,low,false
exec_syn_001285,acct_demo_02,ws_finishing_a,dev_mac_01,actor_demo_03,clean-vector-pro,3.6.0,CLEAN ART,success,,4972,2026-08-20T11:32:37.028Z,2026-08-20T11:32:42.000Z,2026-08-20T11:32:42.989Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal,4.972,8.511779,11,4,0.258819,-0.965926,-0.433884,-0.900969,clean-vector-pro__CLEAN ART,0.422181,0.588939,false,low,false
