execution_id,account_id,workspace_id,device_id,actor_uid,tool_id,tool_version,action,status,error_code,duration_ms,started_at,completed_at,received_at,source,host_version,suite_version,device_platform,data_origin,expected_anomaly,synthetic_pattern
exec_v02_0000455,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,5028,2026-03-13T14:00:48.521Z,2026-03-13T14:00:53.549Z,2026-03-13T14:00:54.049Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000456,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,7871,2026-03-13T15:00:16.239Z,2026-03-13T15:00:24.110Z,2026-03-13T15:00:24.610Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000457,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,6161,2026-03-13T08:00:35.810Z,2026-03-13T08:00:41.971Z,2026-03-13T08:00:42.471Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000458,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,6984,2026-03-13T09:00:43.629Z,2026-03-13T09:00:50.613Z,2026-03-13T09:00:51.113Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000459,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,3571,2026-03-13T10:00:26.006Z,2026-03-13T10:00:29.577Z,2026-03-13T10:00:30.077Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000460,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,9696,2026-03-13T11:00:31.662Z,2026-03-13T11:00:41.358Z,2026-03-13T11:00:41.858Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000461,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4517,2026-03-13T11:59:58.093Z,2026-03-13T12:00:02.610Z,2026-03-13T12:00:03.110Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000462,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,12593,2026-03-13T13:00:02.114Z,2026-03-13T13:00:14.707Z,2026-03-13T13:00:15.207Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000463,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,3753,2026-03-13T14:00:08.606Z,2026-03-13T14:00:12.359Z,2026-03-13T14:00:12.859Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000464,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,10039,2026-03-13T15:00:20.248Z,2026-03-13T15:00:30.287Z,2026-03-13T15:00:30.787Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000465,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,3162,2026-03-13T08:00:21.899Z,2026-03-13T08:00:25.061Z,2026-03-13T08:00:25.561Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000466,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,11274,2026-03-13T09:00:05.628Z,2026-03-13T09:00:16.902Z,2026-03-13T09:00:17.402Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000467,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,3869,2026-03-13T10:00:04.574Z,2026-03-13T10:00:08.443Z,2026-03-13T10:00:08.943Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000468,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,9617,2026-03-13T11:00:43.494Z,2026-03-13T11:00:53.111Z,2026-03-13T11:00:53.611Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000469,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4013,2026-03-14T08:00:32.156Z,2026-03-14T08:00:36.169Z,2026-03-14T08:00:36.669Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000470,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,8322,2026-03-14T08:59:54.364Z,2026-03-14T09:00:02.686Z,2026-03-14T09:00:03.186Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000471,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,15535,2026-03-14T10:00:00.861Z,2026-03-14T10:00:16.396Z,2026-03-14T10:00:16.896Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike
exec_v02_0000472,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,13693,2026-03-14T11:00:00.234Z,2026-03-14T11:00:13.927Z,2026-03-14T11:00:14.427Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000473,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4024,2026-03-14T12:00:39.855Z,2026-03-14T12:00:43.879Z,2026-03-14T12:00:44.379Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000474,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,9388,2026-03-14T13:00:48.728Z,2026-03-14T13:00:58.116Z,2026-03-14T13:00:58.616Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000475,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4726,2026-03-14T14:00:36.233Z,2026-03-14T14:00:40.959Z,2026-03-14T14:00:41.459Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000476,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,12428,2026-03-14T15:00:17.391Z,2026-03-14T15:00:29.819Z,2026-03-14T15:00:30.319Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000477,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,5360,2026-03-14T08:00:27.033Z,2026-03-14T08:00:32.393Z,2026-03-14T08:00:32.893Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000478,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,11637,2026-03-14T09:00:07.510Z,2026-03-14T09:00:19.147Z,2026-03-14T09:00:19.647Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000479,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,6047,2026-03-14T10:00:08.485Z,2026-03-14T10:00:14.532Z,2026-03-14T10:00:15.032Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000480,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,10197,2026-03-14T10:59:50.170Z,2026-03-14T11:00:00.367Z,2026-03-14T11:00:00.867Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000481,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,4591,2026-03-14T12:00:51.524Z,2026-03-14T12:00:56.115Z,2026-03-14T12:00:56.615Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000482,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,10921,2026-03-14T12:59:58.727Z,2026-03-14T13:00:09.648Z,2026-03-14T13:00:10.148Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000483,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,5105,2026-03-14T14:00:19.095Z,2026-03-14T14:00:24.200Z,2026-03-14T14:00:24.700Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000484,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,8340,2026-03-14T14:59:58.646Z,2026-03-14T15:00:06.986Z,2026-03-14T15:00:07.486Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000485,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,3835,2026-03-14T08:00:55.114Z,2026-03-14T08:00:58.949Z,2026-03-14T08:00:59.449Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000486,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,8877,2026-03-14T09:00:48.186Z,2026-03-14T09:00:57.063Z,2026-03-14T09:00:57.563Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000487,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,3211,2026-03-14T10:00:40.715Z,2026-03-14T10:00:43.926Z,2026-03-14T10:00:44.426Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000488,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,9313,2026-03-14T11:00:30.607Z,2026-03-14T11:00:39.920Z,2026-03-14T11:00:40.420Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000489,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,4922,2026-03-14T12:00:21.459Z,2026-03-14T12:00:26.381Z,2026-03-14T12:00:26.881Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000490,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,11986,2026-03-14T12:59:50.506Z,2026-03-14T13:00:02.492Z,2026-03-14T13:00:02.992Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000491,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,4623,2026-03-14T14:00:30.067Z,2026-03-14T14:00:34.690Z,2026-03-14T14:00:35.190Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000492,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,10255,2026-03-14T15:00:14.248Z,2026-03-14T15:00:24.503Z,2026-03-14T15:00:25.003Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000493,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,5623,2026-03-14T08:00:27.955Z,2026-03-14T08:00:33.578Z,2026-03-14T08:00:34.078Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000494,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,13793,2026-03-14T09:00:22.852Z,2026-03-14T09:00:36.645Z,2026-03-14T09:00:37.145Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000495,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,3810,2026-03-14T10:00:28.791Z,2026-03-14T10:00:32.601Z,2026-03-14T10:00:33.101Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000496,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,11258,2026-03-14T11:00:47.904Z,2026-03-14T11:00:59.162Z,2026-03-14T11:00:59.662Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000497,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4434,2026-03-14T12:00:07.001Z,2026-03-14T12:00:11.435Z,2026-03-14T12:00:11.935Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000498,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,failure,PROCESSING_FAILED,10067,2026-03-14T13:00:17.571Z,2026-03-14T13:00:27.638Z,2026-03-14T13:00:28.138Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000499,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4605,2026-03-14T14:00:22.648Z,2026-03-14T14:00:27.253Z,2026-03-14T14:00:27.753Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000500,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,12103,2026-03-14T15:00:37.891Z,2026-03-14T15:00:49.994Z,2026-03-14T15:00:50.494Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000501,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,4188,2026-03-14T08:00:09.320Z,2026-03-14T08:00:13.508Z,2026-03-14T08:00:14.008Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000502,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,9923,2026-03-14T09:00:36.711Z,2026-03-14T09:00:46.634Z,2026-03-14T09:00:47.134Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000503,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,3763,2026-03-14T10:00:54.808Z,2026-03-14T10:00:58.571Z,2026-03-14T10:00:59.071Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000504,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,12445,2026-03-14T10:59:49.654Z,2026-03-14T11:00:02.099Z,2026-03-14T11:00:02.599Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000505,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4355,2026-03-15T08:00:15.236Z,2026-03-15T08:00:19.591Z,2026-03-15T08:00:20.091Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000506,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,6427,2026-03-15T09:00:28.079Z,2026-03-15T09:00:34.506Z,2026-03-15T09:00:35.006Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000507,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,6003,2026-03-15T10:00:09.267Z,2026-03-15T10:00:15.270Z,2026-03-15T10:00:15.770Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000508,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,12280,2026-03-15T11:00:09.188Z,2026-03-15T11:00:21.468Z,2026-03-15T11:00:21.968Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000509,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,5556,2026-03-15T12:00:27.474Z,2026-03-15T12:00:33.030Z,2026-03-15T12:00:33.530Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000510,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,10937,2026-03-15T12:59:56.140Z,2026-03-15T13:00:07.077Z,2026-03-15T13:00:07.577Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000511,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,4433,2026-03-15T14:00:03.744Z,2026-03-15T14:00:08.177Z,2026-03-15T14:00:08.677Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000512,account_demo_a,workspace_shared,device_stable_1,actor_stable,sepmaker-pro,1.6.0,Apply,success,,13854,2026-03-15T15:00:36.427Z,2026-03-15T15:00:50.281Z,2026-03-15T15:00:50.781Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000513,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,4264,2026-03-15T08:00:51.223Z,2026-03-15T08:00:55.487Z,2026-03-15T08:00:55.987Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000514,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,14643,2026-03-15T08:59:53.368Z,2026-03-15T09:00:08.011Z,2026-03-15T09:00:08.511Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000515,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,3807,2026-03-15T10:00:29.295Z,2026-03-15T10:00:33.102Z,2026-03-15T10:00:33.602Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000516,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,10264,2026-03-15T11:00:15.425Z,2026-03-15T11:00:25.689Z,2026-03-15T11:00:26.189Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000517,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,3912,2026-03-15T12:00:29.478Z,2026-03-15T12:00:33.390Z,2026-03-15T12:00:33.890Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000518,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,12390,2026-03-15T13:00:13.908Z,2026-03-15T13:00:26.298Z,2026-03-15T13:00:26.798Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000519,account_demo_a,workspace_review,device_review_0,actor_review,clean-vector-pro,3.6.1,CLEAN ART,success,,3971,2026-03-15T14:00:30.555Z,2026-03-15T14:00:34.526Z,2026-03-15T14:00:35.026Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000520,account_demo_a,workspace_review,device_review_1,actor_review,sepmaker-pro,1.6.0,Apply,success,,41141,2026-03-15T14:59:53.911Z,2026-03-15T15:00:35.052Z,2026-03-15T15:00:35.552Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,true,duration_spike
exec_v02_0000521,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,5747,2026-03-15T08:00:27.336Z,2026-03-15T08:00:33.083Z,2026-03-15T08:00:33.583Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000522,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,11858,2026-03-15T09:00:13.776Z,2026-03-15T09:00:25.634Z,2026-03-15T09:00:26.134Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000523,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,4644,2026-03-15T10:00:05.022Z,2026-03-15T10:00:09.666Z,2026-03-15T10:00:10.166Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000524,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,15727,2026-03-15T11:00:18.485Z,2026-03-15T11:00:34.212Z,2026-03-15T11:00:34.712Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000525,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,6283,2026-03-15T12:00:16.736Z,2026-03-15T12:00:23.019Z,2026-03-15T12:00:23.519Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000526,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,11849,2026-03-15T13:00:01.689Z,2026-03-15T13:00:13.538Z,2026-03-15T13:00:14.038Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000527,account_demo_b,workspace_shared,device_degraded_0,actor_degraded,clean-vector-pro,3.6.1,CLEAN ART,success,,4487,2026-03-15T14:00:06.465Z,2026-03-15T14:00:10.952Z,2026-03-15T14:00:11.452Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000528,account_demo_b,workspace_shared,device_degraded_1,actor_degraded,sepmaker-pro,1.6.0,Apply,success,,29237,2026-03-15T14:59:55.591Z,2026-03-15T15:00:24.828Z,2026-03-15T15:00:25.328Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,true,duration_spike
exec_v02_0000529,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4656,2026-03-15T08:00:10.625Z,2026-03-15T08:00:15.281Z,2026-03-15T08:00:15.781Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000530,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,8889,2026-03-15T09:00:23.445Z,2026-03-15T09:00:32.334Z,2026-03-15T09:00:32.834Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000531,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4961,2026-03-15T10:00:37.424Z,2026-03-15T10:00:42.385Z,2026-03-15T10:00:42.885Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000532,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,13370,2026-03-15T11:00:33.192Z,2026-03-15T11:00:46.562Z,2026-03-15T11:00:47.062Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000533,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4451,2026-03-15T12:00:51.554Z,2026-03-15T12:00:56.005Z,2026-03-15T12:00:56.505Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000534,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,6300,2026-03-15T13:00:14.849Z,2026-03-15T13:00:21.149Z,2026-03-15T13:00:21.649Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000535,account_demo_b,workspace_incident,device_incident_0,actor_incident,clean-vector-pro,3.6.1,CLEAN ART,success,,4195,2026-03-15T14:00:11.437Z,2026-03-15T14:00:15.632Z,2026-03-15T14:00:16.132Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000536,account_demo_b,workspace_incident,device_incident_1,actor_incident,sepmaker-pro,1.6.0,Apply,success,,14113,2026-03-15T15:00:25.210Z,2026-03-15T15:00:39.323Z,2026-03-15T15:00:39.823Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,macos,SYNTHETIC,false,normal
exec_v02_0000537,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,3783,2026-03-15T08:00:04.732Z,2026-03-15T08:00:08.515Z,2026-03-15T08:00:09.015Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000538,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,11725,2026-03-15T09:00:25.495Z,2026-03-15T09:00:37.220Z,2026-03-15T09:00:37.720Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000539,account_demo_c,workspace_sparse,device_sparse_0,actor_sparse,clean-vector-pro,3.6.1,CLEAN ART,success,,3939,2026-03-15T10:00:33.550Z,2026-03-15T10:00:37.489Z,2026-03-15T10:00:37.989Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000540,account_demo_c,workspace_sparse,device_sparse_1,actor_sparse,sepmaker-pro,1.6.0,Apply,success,,13666,2026-03-15T11:00:09.700Z,2026-03-15T11:00:23.366Z,2026-03-15T11:00:23.866Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
exec_v02_0000541,account_demo_a,workspace_shared,device_stable_0,actor_stable,clean-vector-pro,3.6.1,CLEAN ART,success,,2573,2026-03-16T08:00:30.637Z,2026-03-16T08:00:33.210Z,2026-03-16T08:00:33.710Z,local_bridge,Illustrator 29.0,Operation Suite 3.1,windows,SYNTHETIC,false,normal
